case_id,repeat,primitive,success,error_code,duration_ms,observation_version,target_role,target_name,locator_summary
T09-C2,2,focus,True,NONE,24,1,button,Simpan draft di checkpoint approval,"role=button name=""Simpan draft di checkpoint approval"" states={}"
T09-C2,2,scroll,True,NONE,53,1,button,Simpan draft di checkpoint approval,"role=button name=""Simpan draft di checkpoint approval"" states={""focused"": true}"
T09-C2,2,wait,True,NONE,2,1,,,
T09-C2,2,activate,True,NONE,41,1,button,Simpan draft di checkpoint approval,"role=button name=""Simpan draft di checkpoint approval"" states={""focused"": true}"
T10-C0,2,focus,True,NONE,21,1,button,Simpan preferensi notifikasi,"role=button name=""Simpan preferensi notifikasi"" states={}"
T10-C0,2,scroll,True,NONE,59,1,button,Simpan preferensi notifikasi,"role=button name=""Simpan preferensi notifikasi"" states={""focused"": true}"
T10-C0,2,wait,True,NONE,2,1,,,
T10-C0,2,activate,True,NONE,35,1,button,Simpan preferensi notifikasi,"role=button name=""Simpan preferensi notifikasi"" states={""focused"": true}"
T10-C1,2,focus,True,NONE,22,1,button,Simpan preferensi notifikasi,"role=button name=""Simpan preferensi notifikasi"" states={}"
T10-C1,2,scroll,True,NONE,54,1,button,Simpan preferensi notifikasi,"role=button name=""Simpan preferensi notifikasi"" states={""focused"": true}"
T10-C1,2,wait,True,NONE,2,1,,,
T10-C1,2,activate,True,NONE,48,1,button,Simpan preferensi notifikasi,"role=button name=""Simpan preferensi notifikasi"" states={""focused"": true}"
T10-C2,2,focus,True,NONE,31,1,button,Simpan preferensi notifikasi,"role=button name=""Simpan preferensi notifikasi"" states={}"
T10-C2,2,scroll,True,NONE,37,1,button,Simpan preferensi notifikasi,"role=button name=""Simpan preferensi notifikasi"" states={""focused"": true}"
T10-C2,2,wait,True,NONE,2,1,,,
T10-C2,2,activate,True,NONE,687,1,button,Simpan preferensi notifikasi,"role=button name=""Simpan preferensi notifikasi"" states={""focused"": true}"
T11-C0,2,focus,True,NONE,19,1,button,Terapkan dan render ulang,"role=button name=""Terapkan dan render ulang"" states={}"
T11-C0,2,scroll,True,NONE,57,1,button,Terapkan dan render ulang,"role=button name=""Terapkan dan render ulang"" states={""focused"": true}"
T11-C0,2,wait,True,NONE,2,1,,,
T11-C0,2,activate,True,NONE,55,1,button,Terapkan dan render ulang,"role=button name=""Terapkan dan render ulang"" states={""focused"": true}"
T11-C1,2,focus,True,NONE,22,1,button,Terapkan dan render ulang,"role=button name=""Terapkan dan render ulang"" states={}"
T11-C1,2,scroll,True,NONE,61,1,button,Terapkan dan render ulang,"role=button name=""Terapkan dan render ulang"" states={""focused"": true}"
T11-C1,2,wait,True,NONE,2,1,,,
T11-C1,2,activate,True,NONE,44,1,button,Terapkan dan render ulang,"role=button name=""Terapkan dan render ulang"" states={""focused"": true}"
T11-C2,2,focus,True,NONE,18,1,button,Terapkan dan render ulang,"role=button name=""Terapkan dan render ulang"" states={}"
T11-C2,2,scroll,True,NONE,31,1,button,Terapkan dan render ulang,"role=button name=""Terapkan dan render ulang"" states={""focused"": true}"
T11-C2,2,wait,True,NONE,1,1,,,
T11-C2,2,activate,True,NONE,686,1,button,Terapkan dan render ulang,"role=button name=""Terapkan dan render ulang"" states={""focused"": true}"
T12-C0,2,focus,True,NONE,22,1,button,Simpan draft profil,"role=button name=""Simpan draft profil"" states={}"
T12-C0,2,scroll,True,NONE,63,1,button,Simpan draft profil,"role=button name=""Simpan draft profil"" states={""focused"": true}"
T12-C0,2,wait,True,NONE,2,1,,,
T12-C0,2,activate,True,NONE,52,1,button,Simpan draft profil,"role=button name=""Simpan draft profil"" states={""focused"": true}"
T12-C1,2,focus,True,NONE,22,1,button,Simpan draft profil,"role=button name=""Simpan draft profil"" states={}"
T12-C1,2,scroll,True,NONE,48,1,button,Simpan draft profil,"role=button name=""Simpan draft profil"" states={""focused"": true}"
T12-C1,2,wait,True,NONE,2,1,,,
T12-C1,2,activate,True,NONE,26,1,button,Simpan draft profil,"role=button name=""Simpan draft profil"" states={""focused"": true}"
T12-C2,2,focus,True,NONE,37,1,button,Simpan draft profil,"role=button name=""Simpan draft profil"" states={}"
T12-C2,2,scroll,True,NONE,32,1,button,Simpan draft profil,"role=button name=""Simpan draft profil"" states={""focused"": true}"
T12-C2,2,wait,True,NONE,2,1,,,
T12-C2,2,activate,True,NONE,25,1,button,Simpan draft profil,"role=button name=""Simpan draft profil"" states={""focused"": true}"
